Date,Open,High,Low,Close,Adj Close,Volume
2010-11-03,109.419998,109.660004,108.320000,109.660004,91.341789,31800
2010-11-04,110.900002,111.800003,110.739998,111.720001,93.057678,49000
2010-11-05,111.900002,112.300003,111.680000,112.160004,93.424194,48300
2010-11-08,111.879997,112.080002,111.500000,112.019997,93.307533,43400
2010-11-09,112.180000,112.300003,110.800003,111.139999,92.574577,35700
2010-11-10,111.160004,111.599998,110.320000,111.559998,92.924416,28200
2010-11-11,110.680000,111.279999,110.419998,111.199997,92.624542,24000
2010-11-12,110.400002,110.860001,109.379997,109.820000,91.475052,39400
2010-11-15,110.300003,110.519997,109.639999,109.720001,91.391785,202700
2010-11-16,109.019997,109.019997,107.480003,107.959999,89.925774,32800
2010-11-17,108.059998,108.459999,107.779999,108.040001,89.992409,42400
2010-11-18,109.080002,109.919998,109.080002,109.639999,91.325119,26100
2010-11-19,109.500000,109.940002,109.040001,109.900002,91.541687,20200
2010-11-22,109.419998,109.800003,108.580002,109.800003,91.458397,25300
2010-11-23,108.559998,108.639999,107.919998,108.260002,90.175659,142400
2010-11-24,108.940002,109.779999,108.940002,109.660004,91.341789,30100
2010-11-26,108.959999,109.400002,108.820000,109.040001,90.825363,32600
2010-11-29,108.360001,109.160004,107.660004,108.940002,90.742065,46000
2010-11-30,107.959999,108.860001,107.820000,108.180000,90.109016,91900
2010-12-01,109.919998,110.739998,109.879997,110.620003,92.141426,33300
2010-12-02,110.739998,112.099998,110.739998,112.059998,93.340889,60600
2010-12-03,111.660004,112.459999,111.639999,112.339996,93.574112,184100
2010-12-06,112.160004,112.419998,112.000000,112.199997,93.457466,64100
2010-12-07,113.339996,113.379997,112.199997,112.239998,93.490829,109000
2010-12-08,112.400002,112.739998,111.959999,112.699997,93.873970,69000
2010-12-09,113.339996,113.339996,112.660004,113.120003,94.223801,54800
2010-12-10,113.480003,113.879997,113.220001,113.800003,94.790215,73900
2010-12-13,114.320000,114.440002,113.820000,113.860001,94.840202,77000
2010-12-14,114.120003,114.360001,113.660004,113.919998,94.890190,59600
2010-12-15,113.739998,114.199997,113.239998,113.419998,94.473694,43600
2010-12-16,113.559998,114.160004,113.120003,114.080002,95.023445,60600
2010-12-17,114.000000,114.339996,113.820000,114.239998,95.156700,59100
2010-12-20,114.580002,114.739998,113.959999,114.480003,95.356636,72600
2010-12-21,114.860001,115.300003,114.779999,115.180000,95.939720,76200
2010-12-22,115.339996,115.599998,115.239998,115.599998,96.289574,108200
2010-12-23,115.440002,115.519997,115.160004,115.419998,96.139610,57400
2010-12-27,114.459999,115.019997,114.400002,114.980003,96.211586,71800
2010-12-28,115.220001,115.220001,114.800003,115.099998,96.311981,56600
2010-12-29,115.320000,115.440002,115.199997,115.199997,96.395638,53600
2010-12-30,115.120003,115.260002,114.879997,115.019997,96.245033,78900
2010-12-31,114.860001,115.139999,114.680000,115.139999,96.345436,145700
2011-01-03,115.940002,116.660004,115.900002,116.220001,97.249153,119200
2011-01-04,116.559998,116.559998,115.500000,116.120003,97.165489,108300
2011-01-05,115.860001,116.800003,115.720001,116.739998,97.684258,717700
2011-01-06,116.839996,116.919998,116.220001,116.540001,97.516937,72400
2011-01-07,116.699997,116.860001,115.480003,116.300003,97.316101,82200
2011-01-10,115.879997,116.279999,115.480003,116.199997,97.232414,124500
2011-01-11,116.660004,116.839996,116.120003,116.580002,97.550415,131700
2011-01-12,117.320000,117.720001,117.099998,117.620003,98.420631,107300
2011-01-13,117.680000,117.739998,117.160004,117.459999,98.286728,96000
2011-01-14,117.300003,118.339996,117.260002,118.300003,98.989639,193400
2011-01-18,118.260002,118.580002,118.040001,118.500000,99.157005,194900
2011-01-19,118.440002,118.500000,117.019997,117.320000,98.169601,111900
2011-01-20,117.080002,117.379997,116.320000,117.180000,98.052467,103400
2011-01-21,117.900002,118.139999,117.320000,117.440002,98.270004,117900
2011-01-24,117.400002,118.199997,117.379997,118.160004,98.872490,455900
2011-01-25,117.800003,118.199997,117.199997,118.120003,98.839035,226500
2011-01-26,118.440002,118.940002,118.239998,118.739998,99.357811,109200
2011-01-27,118.680000,119.099998,118.480003,118.900002,99.491714,297200
2011-01-28,119.080002,119.220001,116.680000,116.800003,97.734474,891400
2011-01-31,117.220001,117.800003,116.940002,117.699997,98.487572,140500
2011-02-01,118.480003,119.779999,118.379997,119.540001,100.027237,147400
2011-02-02,119.239998,119.660004,119.239998,119.339996,99.859863,91000
2011-02-03,119.199997,119.800003,118.500000,119.639999,100.110870,72200
2011-02-04,119.699997,120.019997,119.139999,119.959999,100.378670,97000
2011-02-07,120.300003,121.120003,120.260002,120.720001,101.014610,118000
2011-02-08,120.879997,121.300003,120.599998,121.279999,101.483223,153500
2011-02-09,120.980003,121.279999,120.459999,120.980003,101.232185,139600
2011-02-10,120.400002,121.160004,120.160004,121.019997,101.265640,125200
2011-02-11,120.599998,121.919998,120.559998,121.779999,101.901619,149200
2011-02-14,121.720001,122.139999,121.580002,122.080002,102.152618,92200
2011-02-15,121.720001,121.860001,121.379997,121.639999,101.784439,82100
2011-02-16,122.099998,122.599998,121.980003,122.419998,102.437119,94300
2011-02-17,122.059998,122.959999,121.959999,122.879997,102.822044,158200
2011-02-18,122.959999,123.220001,122.680000,123.080002,102.989418,120800
2011-02-22,121.680000,122.379997,120.239998,120.559998,100.880745,288400
2011-02-23,120.500000,120.760002,119.099998,119.879997,100.311737,276000
2011-02-24,119.660004,120.160004,118.660004,119.760002,100.211319,241300
2011-02-25,120.339996,121.120003,120.199997,121.059998,101.299141,106300
2011-02-28,121.540001,121.940002,121.160004,121.779999,101.901619,208300
2011-03-01,122.279999,122.300003,119.699997,119.699997,100.161095,235300
2011-03-02,119.620003,120.559998,119.500000,120.040001,100.445587,176300
2011-03-03,121.080002,122.239998,121.080002,122.099998,102.169327,136400
2011-03-04,122.059998,122.059998,120.400002,121.199997,101.416267,168200
2011-03-07,121.599998,121.739998,119.599998,120.139999,100.529266,155200
2011-03-08,120.419998,121.620003,119.959999,121.260002,101.466476,106300
2011-03-09,121.059998,121.379997,120.500000,121.120003,101.349327,116400
2011-03-10,119.879997,119.879997,118.760002,118.900002,99.491714,267800
2011-03-11,118.400002,120.139999,118.400002,119.699997,100.161095,134300
2011-03-14,118.959999,119.260002,118.059998,119.000000,99.575378,146100
2011-03-15,115.820000,118.239998,115.620003,117.680000,98.470840,346800
2011-03-16,117.260002,117.559998,114.639999,115.440002,96.596481,339900
2011-03-17,117.139999,117.400002,116.239998,116.879997,97.801430,176200
2011-03-18,118.400002,118.400002,117.139999,117.379997,98.219810,127700
2011-03-21,118.839996,119.379997,118.680000,119.160004,99.709244,136100
2011-03-22,119.180000,119.300003,118.699997,118.739998,99.357811,137800
2011-03-23,118.519997,119.419998,117.940002,119.120003,99.675789,204100
2011-03-24,119.820000,120.379997,119.199997,120.239998,100.612968,110800
2011-03-25,120.019997,120.580002,119.779999,120.059998,100.912186,134300
2011-03-28,120.379997,120.639999,119.760002,119.800003,100.693657,166100
2011-03-29,119.699997,120.620003,119.300003,120.580002,101.349266,110900
2011-03-30,121.239998,121.739998,121.120003,121.400002,102.038475,105500
2011-03-31,121.300003,121.559998,121.099998,121.239998,101.903992,127500
2011-04-01,122.120003,122.339996,121.500000,121.800003,102.374680,70400
2011-04-04,122.099998,122.260002,121.519997,121.860001,102.425125,78800
2011-04-05,121.559998,122.320000,121.559998,121.860001,102.425125,204900
2011-04-06,122.480003,122.500000,121.779999,122.220001,102.727737,142900
2011-04-07,122.059998,122.500000,121.360001,122.000000,102.542786,107100
2011-04-08,122.500000,122.519997,121.019997,121.540001,102.156174,86800
2011-04-11,121.680000,122.019997,120.919998,121.120003,101.803139,139600
2011-04-12,120.500000,120.599998,119.800003,120.239998,101.063484,104800
2011-04-13,120.839996,120.900002,119.800003,120.279999,101.097092,185100
2011-04-14,119.580002,120.500000,119.160004,120.300003,101.113907,78400
2011-04-15,120.500000,121.040001,120.220001,120.720001,101.466934,79700
2011-04-18,119.300003,119.599998,118.440002,119.400002,100.357468,151600
2011-04-19,119.620003,120.139999,119.320000,120.139999,100.979431,78900
2011-04-20,121.580002,121.980003,121.480003,121.760002,102.341057,173200
2011-04-21,122.379997,122.379997,121.940002,122.300003,102.794960,197800
2011-04-25,122.320000,122.400002,121.820000,122.180000,102.694084,99000
2011-04-26,122.620003,123.500000,122.519997,123.239998,103.585037,85000
2011-04-27,123.559998,124.239998,123.000000,124.040001,104.257454,72800
2011-04-28,123.900002,124.599998,123.860001,124.440002,104.593643,66000
2011-04-29,124.500000,124.879997,124.419998,124.800003,104.896255,99000
2011-05-02,125.440002,125.440002,124.320000,124.519997,104.660881,131000
2011-05-03,124.360001,124.519997,123.500000,124.120003,104.324677,66500
2011-05-04,124.099998,124.099998,122.779999,123.279999,103.618645,107000
2011-05-05,122.620003,123.360001,121.639999,122.199997,102.710907,98900
2011-05-06,123.480003,124.000000,122.279999,122.779999,103.198395,138500
2011-05-09,122.800003,123.580002,122.580002,123.279999,103.618645,66000
2011-05-10,123.660004,124.480003,123.519997,124.300003,104.475983,175500
2011-05-11,124.120003,124.120003,122.419998,122.980003,103.366486,174400
2011-05-12,122.680000,123.739998,122.019997,123.639999,103.921234,113500
2011-05-13,123.620003,123.699997,122.199997,122.559998,103.013489,126400
2011-05-16,122.199997,123.019997,121.620003,121.800003,102.374680,113500
2011-05-17,121.360001,121.860001,120.919998,121.779999,102.357895,142400
2011-05-18,121.900002,122.980003,121.680000,122.919998,103.316086,70500
2011-05-19,123.339996,123.459999,122.639999,123.080002,103.450554,266600
2011-05-20,122.860001,123.000000,122.000000,122.260002,102.761353,95400
2011-05-23,120.699997,121.160004,120.400002,120.800003,101.534172,136200
2011-05-24,121.160004,121.360001,120.519997,120.699997,101.450127,89600
2011-05-25,120.160004,121.500000,120.160004,121.099998,101.786339,62300
2011-05-26,120.779999,121.800003,120.540001,121.580002,102.189796,60400
2011-05-27,121.980003,122.400002,121.860001,122.120003,102.643654,47600
2011-05-31,123.300003,123.360001,122.419998,123.339996,103.669075,172500
2011-06-01,123.040001,123.040001,120.540001,120.599998,101.366066,222000
2011-06-02,120.699997,120.919998,119.820000,120.459999,101.248405,211800
2011-06-03,119.000000,120.180000,119.000000,119.300003,100.273407,148400
2011-06-06,119.059998,119.180000,117.940002,118.040001,99.214340,113200
2011-06-07,118.519997,118.940002,117.860001,117.879997,99.079865,203700
2011-06-08,117.699997,118.080002,117.260002,117.400002,98.676430,87600
2011-06-09,117.779999,118.779999,117.459999,118.300003,99.432892,43300
2011-06-10,117.839996,117.860001,116.400002,116.639999,98.037628,106700
2011-06-13,116.900002,117.220001,116.180000,116.720001,98.104874,77900
2011-06-14,117.820000,118.660004,117.820000,118.220001,99.365677,75400
2011-06-15,117.279999,117.559998,115.900002,116.160004,97.634201,79700
2011-06-16,116.199997,116.900002,115.540001,116.379997,97.819092,66000
2011-06-17,117.480003,117.500000,116.379997,116.699997,98.088058,58800
2011-06-20,116.339996,117.559998,116.320000,117.360001,98.642784,53700
2011-06-21,117.940002,119.160004,117.839996,118.959999,99.987625,132400
2011-06-22,118.660004,119.260002,118.199997,118.260002,99.399292,106000
2011-06-23,116.839996,117.900002,116.000000,117.860001,99.063065,260700
2011-06-24,117.320000,117.360001,115.800003,116.000000,97.973541,114500
2011-06-27,116.080002,117.419998,115.820000,116.980003,98.801247,77800
2011-06-28,117.480003,118.519997,117.360001,118.480003,100.068138,59500
2011-06-29,119.099998,119.699997,118.660004,119.540001,100.963432,125300
2011-06-30,119.940002,120.839996,119.820000,120.680000,101.926262,124800
2011-07-01,120.739998,122.599998,120.540001,122.500000,103.463432,139500
2011-07-05,122.400002,122.599998,122.000000,122.300003,103.294510,91800
2011-07-06,122.080002,122.639999,121.760002,122.480003,103.446548,94800
2011-07-07,123.580002,124.099998,123.379997,123.820000,104.578278,195400
2011-07-08,122.400002,122.980003,122.019997,122.980003,103.868820,105600
2011-07-11,121.440002,121.839996,120.440002,120.699997,101.943146,92700
2011-07-12,120.459999,121.419998,120.160004,120.160004,101.487076,132400
2011-07-13,120.820000,121.820000,120.320000,120.580002,101.841789,129700
2011-07-14,120.919998,121.379997,119.519997,119.800003,101.183006,55900
2011-07-15,120.459999,120.580002,119.639999,120.459999,101.740440,40300
2011-07-18,119.940002,120.019997,118.559998,119.440002,100.878975,94000
2011-07-19,120.139999,121.480003,120.080002,121.379997,102.517471,233300
2011-07-20,121.760002,121.779999,121.160004,121.379997,102.517471,90700
2011-07-21,122.000000,123.239998,121.779999,123.000000,103.885735,234200
2011-07-22,123.000000,123.199997,122.400002,123.099998,103.970200,90200
2011-07-25,121.879997,123.000000,121.800003,122.400002,103.378983,183600
2011-07-26,122.320000,122.500000,121.680000,121.879997,102.939796,138800
2011-07-27,121.199997,121.239998,119.300003,119.459999,100.895851,470300
2011-07-28,119.419998,120.480003,118.959999,119.120003,100.608696,169100
2011-07-29,117.959999,119.360001,117.440002,118.199997,99.831635,194600
2011-08-01,119.779999,119.820000,116.680000,117.779999,99.476906,435900
2011-08-02,116.959999,117.500000,114.779999,114.839996,96.993790,258400
2011-08-03,114.959999,115.540001,112.980003,115.419998,97.483665,380500
2011-08-04,113.879997,113.959999,109.839996,110.019997,92.922821,504200
2011-08-05,111.379997,111.660004,106.940002,109.779999,92.720131,538400
2011-08-08,106.019997,108.239998,102.540001,102.739998,86.774155,790300
2011-08-09,104.400002,107.400002,100.919998,107.339996,90.659309,579800
2011-08-10,105.459999,106.300003,102.480003,102.680000,86.723457,403100
2011-08-11,103.720001,108.699997,103.260002,107.180000,90.524178,919300
2011-08-12,108.480003,109.000000,107.320000,108.040001,91.250511,307200
2011-08-15,109.099998,110.400002,108.860001,110.260002,93.125534,225900
2011-08-16,109.220001,110.360001,108.239998,109.320000,92.331612,263800
2011-08-17,110.000000,110.800003,108.599998,109.440002,92.432961,160500
2011-08-18,106.580002,106.699997,103.739998,104.900002,88.598488,524000
2011-08-19,103.360001,105.820000,102.839996,102.900002,86.909286,1438400
2011-08-22,105.320000,105.379997,102.779999,102.980003,86.976845,246400
2011-08-23,103.519997,106.580002,103.000000,106.540001,89.983620,301900
2011-08-24,106.320000,108.080002,106.059998,108.000000,91.216766,151000
2011-08-25,108.720001,109.180000,105.620003,106.379997,89.848465,294100
2011-08-26,105.660004,108.279999,104.019997,107.779999,91.030922,197500
2011-08-29,109.339996,110.959999,109.239998,110.919998,93.682953,159000
2011-08-30,110.500000,111.919998,109.660004,111.120003,93.851875,129900
2011-08-31,111.980003,112.900002,110.919998,111.680000,94.324844,214900
2011-09-01,111.739998,112.800003,110.540001,110.599998,93.412689,274900
2011-09-02,108.320000,108.839996,107.400002,107.739998,90.997154,150300
2011-09-06,104.720001,107.139999,104.639999,107.000000,90.372131,197900
2011-09-07,108.720001,110.040001,108.300003,110.019997,92.922821,199700
2011-09-08,109.339996,110.580002,108.680000,108.860001,91.943092,115600
2011-09-09,107.660004,107.940002,105.440002,106.000000,89.527542,174200
2011-09-12,104.699997,106.760002,104.360001,106.760002,90.169449,161300
2011-09-13,107.099998,108.059998,106.379997,107.639999,90.912674,193500
2011-09-14,108.260002,110.459999,106.760002,109.160004,92.196495,459000
2011-09-15,110.339996,111.099998,109.419998,111.040001,93.784340,128700
2011-09-16,111.440002,112.059998,110.699997,111.699997,94.341751,79000
2011-09-19,109.860001,111.099998,109.180000,110.660004,93.463379,82100
2011-09-20,111.120003,112.139999,110.440002,110.480003,93.311333,154500
2011-09-21,110.599998,110.860001,107.139999,107.139999,90.490364,139000
2011-09-22,104.199997,105.000000,102.379997,103.779999,87.652527,420500
2011-09-23,102.599998,104.320000,102.459999,103.680000,88.060211,329200
2011-09-26,104.720001,106.339996,103.320000,106.199997,90.200554,193800
2011-09-27,108.440002,109.279999,106.860001,107.419998,91.236794,617500
2011-09-28,107.699997,108.239998,105.080002,105.279999,89.419167,197300
2011-09-29,107.059998,107.459999,104.160004,106.040001,90.064690,119300
2011-09-30,104.559998,105.480003,103.379997,103.519997,87.924316,183300
2011-10-03,102.820000,104.080002,100.339996,100.339996,85.223389,333100
2011-10-04,99.139999,102.820000,98.239998,102.540001,87.091965,285600
2011-10-05,102.879997,104.820000,102.000000,104.580002,88.824631,281000
2011-10-06,104.519997,106.620003,103.760002,106.599998,90.540314,583800
2011-10-07,107.160004,107.160004,105.180000,105.779999,89.843819,627100
2011-10-10,107.739998,109.360001,107.660004,109.360001,92.884491,168200
2011-10-11,108.760002,109.720001,108.599998,109.320000,92.850533,663200
2011-10-12,110.279999,111.599998,110.000000,110.320000,93.699875,509100
2011-10-13,109.699997,110.440002,108.900002,110.160004,93.563980,364000
2011-10-14,111.500000,112.059998,110.919998,111.980003,95.109802,423400
2011-10-17,111.480003,111.599998,109.639999,109.879997,93.326172,309600
2011-10-18,109.839996,112.839996,109.000000,112.080002,95.194710,259100
2011-10-19,111.839996,112.480003,110.400002,110.680000,94.005623,107900
2011-10-20,111.000000,111.480003,109.599998,111.180000,94.430313,68200
2011-10-21,112.500000,113.419998,112.239998,113.320000,96.247925,87200
2011-10-24,113.559998,114.959999,113.440002,114.760002,97.470955,138500
2011-10-25,114.180000,114.180000,112.239998,112.540001,95.585442,102400
2011-10-26,113.760002,114.059998,111.800003,113.620003,96.502716,1922200
2011-10-27,116.779999,118.300003,115.800003,117.540001,99.832138,309200
2011-10-28,117.040001,117.779999,116.879997,117.660004,99.934082,693600
2011-10-31,116.260002,116.339996,114.639999,114.639999,97.369049,153400
2011-11-01,111.540001,112.900002,111.160004,111.599998,94.787025,307100
2011-11-02,113.260002,113.760002,112.320000,113.360001,96.281891,122600
2011-11-03,114.639999,115.680000,113.040001,115.459999,98.065506,173600
2011-11-04,114.459999,114.900002,113.419998,114.800003,97.504951,147400
2011-11-07,114.639999,115.519997,113.639999,115.459999,98.065506,79500
2011-11-08,116.099998,117.019997,115.019997,116.839996,99.237617,135700
2011-11-09,114.239998,114.720001,112.400002,112.620003,95.653389,246800
2011-11-10,114.099998,114.199997,112.620003,113.639999,96.519691,121800
2011-11-11,115.040001,116.099998,115.019997,115.860001,98.405266,132600
2011-11-14,115.419998,115.480003,114.220001,114.739998,97.453995,359500
2011-11-15,114.519997,115.919998,114.120003,115.339996,97.963593,402200
2011-11-16,114.199997,115.459999,113.320000,113.480003,96.383820,91900
2011-11-17,113.260002,113.540001,110.919998,111.660004,94.838005,989900
2011-11-18,112.019997,112.180000,111.099998,111.500000,94.702110,188100
2011-11-21,109.900002,110.059998,108.480003,109.500000,93.003426,236700
2011-11-22,109.199997,109.800003,108.379997,108.919998,92.510788,263300
2011-11-23,108.000000,108.019997,106.599998,106.620003,90.557289,249100
2011-11-25,106.400002,107.580002,106.300003,106.300003,90.285484,75600
2011-11-28,109.260002,109.820000,108.639999,109.480003,92.986420,155500
2011-11-29,109.760002,110.500000,109.400002,109.800003,93.258232,134900
2011-11-30,112.900002,114.480003,112.620003,114.300003,97.080261,424400
2011-12-01,114.139999,114.839996,113.820000,114.220001,97.012314,107300
2011-12-02,115.400002,115.680000,114.139999,114.160004,96.961365,127300
2011-12-05,116.000000,116.279999,114.720001,115.400002,98.014557,194500
2011-12-06,115.379997,116.199997,115.019997,115.500000,98.099495,67600
2011-12-07,115.099998,116.320000,114.360001,115.879997,98.422226,86600
2011-12-08,115.019997,115.260002,113.080002,113.379997,96.298874,93400
2011-12-09,113.879997,115.540001,113.800003,115.300003,97.929642,882200
2011-12-12,114.279999,114.279999,112.660004,113.639999,96.519691,127200
2011-12-13,114.220001,114.760002,112.000000,112.559998,95.602409,162800
2011-12-14,112.099998,112.500000,111.099998,111.300003,94.532219,945100
2011-12-15,112.519997,112.620003,111.559998,111.720001,94.888962,82500
2011-12-16,112.519997,113.099998,111.639999,111.800003,94.956879,1480000
2011-12-19,112.279999,112.500000,110.440002,110.660004,93.988647,454100
2011-12-20,112.339996,114.160004,112.339996,113.959999,96.791504,143800
2011-12-21,113.900002,114.379997,113.019997,114.300003,97.080261,182600
2011-12-22,114.699997,115.379997,114.500000,115.379997,97.997559,1439800
2011-12-23,114.959999,115.680000,114.760002,115.599998,98.771667,256400
2011-12-27,115.379997,118.000000,115.360001,115.720001,98.874191,388600
2011-12-28,115.720001,115.720001,114.099998,114.300003,97.660927,180300
2011-12-29,114.620003,118.160004,114.519997,115.339996,98.549530,259100
2011-12-30,115.320000,115.559998,114.900002,114.900002,98.173592,254300
2012-01-03,116.900002,117.459999,116.599998,116.599998,99.626099,163200
2012-01-04,116.440002,116.919998,115.959999,116.800003,99.796989,448400
2012-01-05,116.279999,117.300003,115.680000,117.180000,100.121666,253500
2012-01-06,117.300003,117.300003,116.480003,116.940002,99.916580,166900
2012-01-09,117.139999,117.239998,116.540001,117.120003,100.070404,177000
2012-01-10,118.360001,118.540001,117.980003,118.120003,100.924828,261200
2012-01-11,117.779999,118.339996,117.559998,118.239998,101.027344,203800
2012-01-12,118.519997,118.639999,117.580002,118.500000,101.249504,202200
2012-01-13,117.699997,118.000000,116.820000,118.000000,100.822273,147200
2012-01-17,118.980003,119.180000,118.059998,118.320000,101.095718,324200
2012-01-18,118.320000,119.639999,118.099998,119.639999,102.223541,172100
2012-01-19,120.000000,120.339996,119.720001,120.279999,102.770393,224500
2012-01-20,120.080002,120.339996,119.779999,120.279999,102.770393,345200
2012-01-23,120.279999,120.980003,119.860001,120.400002,102.872940,130900
2012-01-24,119.680000,120.300003,119.480003,120.220001,102.719124,203100
2012-01-25,120.080002,121.540001,119.639999,121.279999,103.624825,254000
2012-01-26,121.860001,122.000000,120.160004,120.660004,103.095070,137600
2012-01-27,120.040001,120.779999,120.000000,120.500000,102.958359,104100
2012-01-30,119.400002,120.199997,118.980003,120.099998,102.616592,329600
2012-01-31,120.800003,120.919998,119.599998,120.040001,102.565338,157400
2012-02-01,121.000000,121.739998,120.860001,121.180000,103.539345,99000
2012-02-02,121.440002,121.660004,120.959999,121.419998,103.744423,143000
2012-02-03,122.599998,123.139999,122.379997,123.139999,105.214035,223100
2012-02-06,122.580002,123.019997,122.400002,122.959999,105.060257,150200
2012-02-07,122.760002,123.519997,122.279999,123.339996,105.384941,164200
2012-02-08,123.400002,123.699997,122.879997,123.599998,105.607109,259700
2012-02-09,123.900002,124.019997,123.139999,123.739998,105.726700,259000
2012-02-10,122.680000,123.000000,122.440002,122.900002,105.008980,123500
2012-02-13,123.779999,123.980003,123.300003,123.839996,105.812141,230400
2012-02-14,123.500000,123.720001,122.860001,123.660004,105.658371,203400
2012-02-15,124.099998,124.239998,122.879997,123.120003,105.196968,188100
2012-02-16,123.120003,124.540001,122.919998,124.459999,106.341888,438500
2012-02-17,124.900002,124.919998,124.320000,124.760002,106.598213,604200
2012-02-21,125.099998,125.360001,124.459999,124.839996,106.666573,758200
2012-02-22,124.599998,124.879997,124.239998,124.419998,106.307716,190900
2012-02-23,124.379997,125.080002,123.959999,125.019997,106.820374,328000
2012-02-24,125.279999,125.500000,125.000000,125.199997,106.974159,162900
2012-02-27,124.440002,125.800003,124.220001,125.419998,107.162140,267800
2012-02-28,125.540001,125.900002,125.279999,125.860001,107.538086,141900
2012-02-29,126.040001,126.400002,125.120003,125.180000,106.957108,229600
2012-03-01,125.639999,126.220001,125.199997,126.000000,107.657730,193400
2012-03-02,125.959999,126.059998,125.360001,125.660004,107.367195,142800
2012-03-05,125.419998,125.480003,124.660004,125.120003,106.905807,667900
2012-03-06,123.800003,123.860001,122.900002,123.160004,105.231155,411100
2012-03-07,123.580002,124.320000,123.459999,124.139999,106.068466,170300
2012-03-08,124.919998,125.599998,124.639999,125.339996,107.093796,253600
2012-03-09,125.620003,126.139999,125.480003,125.820000,107.503906,152900
2012-03-12,125.860001,126.019997,125.419998,125.879997,107.555183,174700
2012-03-13,126.580002,128.179993,126.360001,128.139999,109.486191,192100
2012-03-14,128.199997,128.460007,127.639999,128.039993,109.400734,709900
2012-03-15,128.220001,128.800003,127.879997,128.699997,109.964653,501600
2012-03-16,129.020004,129.100006,128.699997,128.880005,110.118454,272200
2012-03-19,128.880005,129.839996,128.759995,129.419998,110.579857,143500
2012-03-20,128.720001,129.199997,128.360001,129.059998,110.272255,1310800
2012-03-21,129.100006,129.240005,128.600006,128.860001,110.101364,162100
2012-03-22,127.900002,128.240005,127.540001,127.860001,109.246933,633200
2012-03-23,128.059998,128.440002,127.320000,128.360001,109.674141,111900
2012-03-26,128.679993,129.520004,128.660004,129.520004,111.158913,203000
2012-03-27,129.699997,129.779999,129.100006,129.160004,110.849930,573500
2012-03-28,129.119995,129.279999,127.800003,128.539993,110.317833,201300
2012-03-29,127.779999,128.460007,127.260002,128.320007,110.129028,2612000
2012-03-30,128.919998,129.039993,128.240005,128.740005,110.489502,270700
2012-04-02,128.740005,130.119995,128.479996,129.779999,111.382072,374700
2012-04-03,129.539993,129.820007,128.500000,129.279999,110.952950,333800
2012-04-04,128.259995,128.380005,127.540001,127.919998,109.785713,383000
2012-04-05,127.519997,128.279999,127.400002,127.879997,109.751381,722300
